time;V(Net-_Q1-C_);
0.77028;0.0929448;
0.77128;0.0925844;
0.77228;0.0922293;
0.77328;0.0918793;
0.77428;0.0915344;
0.77528;0.0911943;
0.77628;0.090859;
0.77728;0.0905284;
0.77828;0.0902022;
0.77928;0.0898804;
0.78028;0.0895629;
0.78128;0.0892496;
0.78228;0.0889404;
0.78328;0.0886351;
0.78428;0.0883337;
0.78528;0.088036;
0.78628;0.0877421;
0.78728;0.0874517;
0.78828;0.0871649;
0.78928;0.0868815;
0.79028;0.0866015;
0.79128;0.0863248;
0.79228;0.0860513;
0.79328;0.0857809;
0.79428;0.0855136;
0.79528;0.0852493;
0.79628;0.084988;
0.79728;0.0847295;
0.79828;0.0844739;
0.79928;0.084221;
0.80028;0.0839709;
0.80128;0.0837234;
0.80228;0.0834785;
0.80328;0.0832361;
0.80428;0.0829963;
0.80528;0.0827589;
0.80628;0.0825239;
0.80728;0.0822913;
0.80828;0.082061;
0.80928;0.081833;
0.81028;0.0816072;
0.81128;0.0813836;
0.81228;0.0811621;
0.81328;0.0809427;
0.81428;0.0807255;
0.81528;0.0805102;
0.81628;0.080297;
0.81728;0.0800857;
0.81828;0.0798764;
0.81928;0.0796689;
0.82028;0.0794634;
0.82128;0.0792596;
0.82228;0.0790577;
0.82328;0.0788575;
0.82428;0.0786591;
0.82528;0.0784624;
0.82628;0.0782674;
0.82728;0.0780741;
0.82828;0.0778824;
0.82928;0.0776923;
0.83028;0.0775038;
0.83128;0.0773168;
0.83228;0.0771314;
0.83328;0.0769475;
0.83428;0.0767651;
0.83528;0.0765842;
0.83628;0.0764047;
0.83728;0.0762266;
0.83828;0.0760499;
0.83928;0.0758747;
0.84028;0.0757007;
0.84128;0.0755282;
0.84228;0.0753569;
0.84328;0.075187;
0.84428;0.0750183;
0.84528;0.0748509;
0.84628;0.0746848;
0.84728;0.0745199;
0.84828;0.0743562;
0.84928;0.0741937;
0.85028;0.0740324;
0.85128;0.0738723;
0.85228;0.0737133;
0.85328;0.0735554;
0.85428;0.0733987;
0.85528;0.0732431;
0.85628;0.0730886;
0.85728;0.0729351;
0.85828;0.0727827;
0.85928;0.0726314;
0.86028;0.0724811;
0.86128;0.0723318;
0.86228;0.0721836;
0.86328;0.0720363;
0.86428;0.07189;
0.86528;0.0717447;
0.86628;0.0716004;
0.86728;0.071457;
0.86828;0.0713146;
0.86928;0.071173;
0.87028;0.0710324;
0.87128;0.0708927;
0.87228;0.070754;
0.87328;0.070616;
0.87428;0.070479;
0.87528;0.0703428;
0.87628;0.0702075;
0.87728;0.070073;
0.87828;0.0699394;
0.87928;0.0698065;
0.88028;0.0696745;
0.88128;0.0695433;
0.88228;0.0694129;
0.88328;0.0692833;
0.88428;0.0691545;
0.88528;0.0690264;
0.88628;0.0688992;
0.88728;0.0687726;
0.88828;0.0686468;
0.88928;0.0685218;
0.89028;0.0683974;
0.89128;0.0682738;
0.89228;0.0681509;
0.89328;0.0680288;
0.89428;0.0679073;
0.89528;0.0677865;
0.89628;0.0676664;
0.89728;0.067547;
0.89828;0.0674282;
0.89928;0.0673101;
0.9;0.0672255;
