time;V(Net-_Q1-C_);
0.44428;2.95518;
0.44528;2.95505;
0.44628;2.95491;
0.44728;2.95476;
0.44828;2.95461;
0.44928;2.95445;
0.45028;2.95429;
0.45128;2.95412;
0.45228;2.95394;
0.45328;2.95376;
0.45428;2.95357;
0.45528;2.95337;
0.45628;2.95316;
0.45728;2.95295;
0.45828;2.95272;
0.45928;2.95249;
0.46028;2.95225;
0.46128;2.952;
0.46228;2.95174;
0.46328;2.95147;
0.46428;2.95118;
0.46528;2.95089;
0.46628;2.95059;
0.46728;2.95027;
0.46828;2.94994;
0.46928;2.9496;
0.47028;2.94925;
0.47128;2.94888;
0.47228;2.9485;
0.47328;2.9481;
0.47428;2.94769;
0.47528;2.94726;
0.47628;2.94681;
0.47728;2.94635;
0.47828;2.94587;
0.47928;2.94538;
0.48028;2.94486;
0.48128;2.94432;
0.48228;2.94377;
0.48328;2.94319;
0.48428;2.94259;
0.48528;2.94197;
0.48628;2.94132;
0.48728;2.94065;
0.48828;2.93995;
0.48928;2.93923;
0.49028;2.93848;
0.49128;2.93771;
0.49228;2.9369;
0.49328;2.93607;
0.49428;2.9352;
0.49528;2.9343;
0.49628;2.93337;
0.49728;2.9324;
0.49828;2.9314;
0.49928;2.93036;
0.50028;2.92928;
0.50128;2.92817;
0.50228;2.92701;
0.50328;2.92581;
0.50428;2.92457;
0.50528;2.92328;
0.50628;2.92195;
0.50728;2.92057;
0.50828;2.91913;
0.50928;2.91765;
0.51028;2.91612;
0.51128;2.91453;
0.51228;2.91288;
0.51328;2.91118;
0.51428;2.90942;
0.51528;2.90759;
0.51628;2.9057;
0.51728;2.90375;
0.51828;2.90173;
0.51928;2.89964;
0.52028;2.89747;
0.52128;2.89524;
0.52228;2.89292;
0.52328;2.89053;
0.52428;2.88806;
0.52528;2.88551;
0.52628;2.88287;
0.52728;2.88015;
0.52828;2.87734;
0.52928;2.87443;
0.53028;2.87143;
0.53128;2.86833;
0.53228;2.86514;
0.53328;2.86184;
0.53428;2.85844;
0.53528;2.85493;
0.53628;2.85131;
0.53728;2.84758;
0.53828;2.84373;
0.53928;2.83977;
0.54028;2.83569;
0.54128;2.83148;
0.54228;2.82715;
0.54328;2.82269;
0.54428;2.8181;
0.54528;2.81338;
0.54628;2.80852;
0.54728;2.80353;
0.54828;2.79839;
0.54928;2.79311;
0.55028;2.78768;
0.55128;2.78211;
0.55228;2.77638;
0.55328;2.7705;
0.55428;2.76446;
0.55528;2.75827;
0.55628;2.75191;
0.55728;2.74539;
0.55828;2.73871;
0.55928;2.73186;
0.56028;2.72483;
0.56128;2.71764;
0.56228;2.71027;
0.56328;2.70273;
0.56428;2.69501;
0.56528;2.68711;
0.56628;2.67903;
0.56728;2.67077;
0.56828;2.66233;
0.56928;2.6537;
0.57028;2.64488;
0.57128;2.63587;
0.57228;2.62667;
0.57328;2.61729;
0.57428;2.60771;
0.57528;2.59794;
0.57628;2.58798;
0.57728;2.57782;
0.57828;2.56747;
0.57928;2.55693;
0.58028;2.54618;
0.58128;2.53525;
0.58228;2.52411;
0.58328;2.51278;
0.58428;2.50125;
0.58528;2.48953;
0.58628;2.47761;
0.58728;2.4655;
0.58828;2.45318;
0.58928;2.44068;
0.59028;2.42797;
0.59128;2.41508;
0.59228;2.40198;
0.59328;2.3887;
0.59428;2.37522;
0.59528;2.36155;
0.59628;2.34769;
0.59728;2.33363;
0.59828;2.31939;
0.59928;2.30496;
0.60028;2.29034;
0.60128;2.27554;
0.60228;2.26055;
0.60328;2.24538;
0.60428;2.23002;
0.60528;2.21448;
0.60628;2.19877;
0.60728;2.18287;
0.60828;2.1668;
0.60928;2.15055;
0.61028;2.13413;
0.61128;2.11753;
0.61228;2.10077;
0.61328;2.08383;
0.61428;2.06673;
0.61528;2.04946;
0.61628;2.03202;
0.61728;2.01442;
0.61828;1.99666;
0.61928;1.97875;
0.62028;1.96067;
0.62128;1.94244;
0.62228;1.92405;
0.62328;1.90551;
0.62428;1.88682;
0.62528;1.86797;
0.62628;1.84899;
0.62728;1.82985;
0.62828;1.81057;
0.62928;1.79115;
0.63028;1.77159;
0.63128;1.75189;
0.63228;1.73205;
0.63328;1.71207;
0.63428;1.69196;
0.63528;1.67172;
0.63628;1.65135;
0.63728;1.63085;
0.63828;1.61022;
0.63928;1.58947;
0.64028;1.56859;
0.64128;1.54759;
0.64228;1.52647;
0.64328;1.50523;
0.64428;1.48387;
0.64528;1.4624;
0.64628;1.44081;
0.64728;1.41911;
0.64828;1.39729;
0.64928;1.37537;
0.65028;1.35334;
0.65128;1.3312;
0.65228;1.30895;
0.65328;1.2866;
0.65428;1.26415;
0.65528;1.2416;
0.65628;1.21895;
0.65728;1.1962;
0.65828;1.17335;
0.65928;1.1504;
0.66028;1.12737;
0.66128;1.10423;
0.66228;1.08101;
0.66328;1.0577;
0.66428;1.03429;
0.66528;1.0108;
0.66628;0.987223;
0.66728;0.96356;
0.66828;0.939811;
0.66928;0.91598;
0.67028;0.892066;
0.67128;0.868071;
0.67228;0.843997;
0.67328;0.819844;
0.67428;0.795613;
0.67528;0.771306;
0.67628;0.746923;
0.67728;0.722467;
0.67828;0.697937;
0.67928;0.673334;
0.68028;0.648661;
0.68128;0.623917;
0.68228;0.599104;
0.68328;0.574222;
0.68428;0.549274;
0.68528;0.524259;
0.68628;0.499178;
0.68728;0.474034;
0.68828;0.448826;
0.68928;0.423557;
0.69028;0.398231;
0.69128;0.372854;
0.69228;0.347449;
0.69328;0.322066;
0.69428;0.296843;
0.69528;0.272121;
0.69628;0.248642;
0.69728;0.227621;
0.69828;0.210143;
0.69928;0.196371;
0.70028;0.185654;
0.70128;0.177186;
0.70228;0.170328;
0.70328;0.164635;
0.70428;0.159804;
0.70528;0.155629;
0.70628;0.151965;
0.70728;0.148705;
0.70828;0.145781;
0.70928;0.143129;
0.71028;0.140706;
0.71128;0.138477;
0.71228;0.136415;
0.71328;0.134497;
0.71428;0.132706;
0.71528;0.131026;
0.71628;0.129445;
0.71728;0.127952;
0.71828;0.126539;
0.71928;0.125197;
0.72028;0.12392;
0.72128;0.122702;
0.72228;0.121538;
0.72328;0.120423;
0.72428;0.119355;
0.72528;0.118328;
0.72628;0.117341;
0.72728;0.11639;
0.72828;0.115473;
0.72928;0.114587;
0.73028;0.113731;
0.73128;0.112903;
0.73228;0.1121;
0.73328;0.111322;
0.73428;0.110567;
0.73528;0.109834;
0.73628;0.109122;
0.73728;0.108429;
0.73828;0.107754;
0.73928;0.107097;
0.74028;0.106457;
0.74128;0.105833;
0.74228;0.105224;
0.74328;0.104629;
0.74428;0.104048;
0.74528;0.10348;
0.74628;0.102925;
0.74728;0.102383;
0.74828;0.101851;
0.74928;0.101331;
0.75028;0.100822;
0.75128;0.100322;
0.75228;0.099833;
0.75328;0.0993532;
0.75428;0.0988826;
0.75528;0.0984208;
0.75628;0.0979675;
0.75728;0.0975225;
0.75828;0.0970854;
0.75928;0.0966559;
0.76028;0.0962339;
0.76128;0.0958191;
0.76228;0.0954112;
0.76328;0.09501;
0.76428;0.0946154;
0.76528;0.094227;
0.76628;0.0938448;
0.76728;0.0934685;
0.76828;0.093098;
0.76928;0.0927331;
0.77028;0.0923736;
0.77128;0.0920195;
0.77228;0.0916704;
0.77328;0.0913264;
0.77428;0.0909872;
0.77528;0.0906528;
0.77628;0.0903229;
0.77728;0.0899976;
0.77828;0.0896766;
0.77928;0.0893599;
0.78028;0.0890473;
0.78128;0.0887388;
0.78228;0.0884343;
0.78328;0.0881336;
0.78428;0.0878367;
0.78528;0.0875434;
0.78628;0.0872538;
0.78728;0.0869676;
0.78828;0.0866849;
0.78928;0.0864056;
0.79028;0.0861295;
0.79128;0.0858566;
0.79228;0.0855868;
0.79328;0.0853202;
0.79428;0.0850565;
0.79528;0.0847957;
0.79628;0.0845379;
0.79728;0.0842828;
0.79828;0.0840305;
0.79928;0.0837809;
0.80028;0.083534;
0.80128;0.0832897;
0.80228;0.0830479;
0.80328;0.0828086;
0.80428;0.0825717;
0.80528;0.0823372;
0.80628;0.0821051;
0.80728;0.0818753;
0.80828;0.0816478;
0.80928;0.0814225;
0.81028;0.0811994;
0.81128;0.0809784;
0.81228;0.0807595;
0.81328;0.0805427;
0.81428;0.080328;
0.81528;0.0801152;
0.81628;0.0799044;
0.81728;0.0796955;
0.81828;0.0794885;
0.81928;0.0792834;
0.82028;0.0790801;
0.82128;0.0788786;
0.82228;0.0786789;
0.82328;0.0784809;
0.82428;0.0782846;
0.82528;0.0780901;
0.82628;0.0778972;
0.82728;0.0777059;
0.82828;0.0775162;
0.82928;0.0773281;
0.83028;0.0771416;
0.83128;0.0769566;
0.83228;0.0767731;
0.83328;0.0765911;
0.83428;0.0764105;
0.83528;0.0762314;
0.83628;0.0760537;
0.83728;0.0758775;
0.83828;0.0757026;
0.83928;0.075529;
0.84028;0.0753568;
0.84128;0.0751859;
0.84228;0.0750164;
0.84328;0.0748481;
0.84428;0.0746811;
0.84528;0.0745153;
0.84628;0.0743507;
0.84728;0.0741874;
0.84828;0.0740253;
0.84928;0.0738643;
0.85028;0.0737046;
0.85128;0.0735459;
0.85228;0.0733884;
0.85328;0.073232;
0.85428;0.0730768;
0.85528;0.0729226;
0.85628;0.0727695;
0.85728;0.0726174;
0.85828;0.0724664;
0.85928;0.0723165;
0.86028;0.0721675;
0.86128;0.0720196;
0.86228;0.0718727;
0.86328;0.0717267;
0.86428;0.0715817;
0.86528;0.0714377;
0.86628;0.0712947;
0.86728;0.0711525;
0.86828;0.0710113;
0.86928;0.0708711;
0.87028;0.0707317;
0.87128;0.0705932;
0.87228;0.0704556;
0.87328;0.0703188;
0.87428;0.070183;
0.87528;0.070048;
0.87628;0.0699138;
0.87728;0.0697804;
0.87828;0.0696479;
0.87928;0.0695162;
0.88028;0.0693853;
0.88128;0.0692552;
0.88228;0.0691259;
0.88328;0.0689974;
0.88428;0.0688696;
0.88528;0.0687426;
0.88628;0.0686163;
0.88728;0.0684908;
0.88828;0.0683661;
0.88928;0.068242;
0.89028;0.0681187;
0.89128;0.0679961;
0.89228;0.0678742;
0.89328;0.067753;
0.89428;0.0676325;
0.89528;0.0675126;
0.89628;0.0673935;
0.89728;0.067275;
0.89828;0.0671572;
0.89928;0.06704;
0.9;0.0669561;
